LearningArea,Subject,Pathway,Sequence,Level,Strand,Substrand,CdCode,ContentDesc,CCP
Work Studies,Work Studies,,,Year 10,Skills for learning and work,Learning to learn,ACWSCL022,Assess the value of self-directed and lifelong learning in responding to changes and challenges in circumstances,
Work Studies,Work Studies,,,Year 10,Skills for learning and work,Learning to learn,ACWSCL023,Explain the relationship between lifelong learning and work in the 21st century and its importance for future work opportunities,
Work Studies,Work Studies,,,Year 10,Skills for learning and work,Learning to learn,ACWSCL024,Focus their learning strategies on personal and work-related aspirations,
Work Studies,Work Studies,,,Year 10,Skills for learning and work,Work skills,ACWSCL025,Explain the range of skills and attributes necessary to work effectively in the 21st century,
Work Studies,Work Studies,,,Year 10,Skills for learning and work,Work skills,ACWSCL026,Select and use appropriate protocols for communication in workplace contexts,
Work Studies,Work Studies,,,Year 10,Skills for learning and work,Work skills,ACWSCL027,Evaluate a range of online communication tools used in work contexts,
Work Studies,Work Studies,,,Year 10,Skills for learning and work,Work skills,ACWSCL028,"Analyse the skills needed for effective teamwork in varying work contexts, for example, working remotely",
Work Studies,Work Studies,,,Year 10,Skills for learning and work,Entrepreneurial behaviours,ACWSCL029,Assess the benefits of developing an ‘entrepreneurial mindset’ and its relevance to 21st century work and enterprise,
Work Studies,Work Studies,,,Year 10,Skills for learning and work,Entrepreneurial behaviours,ACWSCL030,Examine the creative and problem-solving techniques used within workplaces to resolve the tensions arising in business and community projects,
Work Studies,Work Studies,,,Year 10,Skills for learning and work,Entrepreneurial behaviours,ACWSCL031,Complete an action project utilising entrepreneurial behaviours to address an identified challenge or opportunity,
Work Studies,Work Studies,,,Year 10,Career and life design,Career development and management,ACWSCL032,Apply knowledge of self to career decision-making processes,
Work Studies,Work Studies,,,Year 10,Career and life design,Career development and management,ACWSCL033,Use career decision-making processes to filter career scenarios,
Work Studies,Work Studies,,,Year 10,Career and life design,The nature of work,ACWSCL034,"Analyse emerging approaches to work and the implications these have for workers to be flexible, proactive and responsive",
Work Studies,Work Studies,,,Year 10,Career and life design,The nature of work,ACWSCL035,"Investigate the relationships between work cultures, work arrangements and the individual",
Work Studies,Work Studies,,,Year 10,Career and life design,The nature of work,ACWSCL036,"Explain the roles of a range of services and agencies that support employment, self-employment and unemployment",
Work Studies,Work Studies,,,Year 10,Career and life design,Gaining and keeping work,ACWSCL037,"Use a range of tools, methods and skills for accessing work relevant to 21st century recruitment and selection processes",
Work Studies,Work Studies,,,Year 10,Career and life design,Gaining and keeping work,ACWSCL038,"Examine the implications for work when work relationships are cross-cultural and can be local, national, regional or global",
Work Studies,Work Studies,,,Year 10,Career and life design,Gaining and keeping work,ACWSCL039,Explain how diverse work arrangements are impacting on the rights and responsibilities of employers and workers,
Work Studies,Work Studies,,,Options,Option 1: School-industry cooperative project,,ACWOP040,"Collaborate with industry/business and/or community, individuals or groups to plan a work-related project",
Work Studies,Work Studies,,,Options,Option 1: School-industry cooperative project,,ACWOP041,"Complete the work-related individual or group project plan in collaboration with industry/business and/or community partners, individuals or groups",
Work Studies,Work Studies,,,Options,Option 1: School-industry cooperative project,,ACWOP042,Communicate the school–industry cooperative project outcomes to an audience,
Work Studies,Work Studies,,,Options,Option 2: Contemporary work challenges and opportunities,,ACWOP043,Identify contemporary work challenges and opportunities relevant to changing 21st century work contexts and arrangements,
Work Studies,Work Studies,,,Options,Option 2: Contemporary work challenges and opportunities,,ACWOP044,Investigate responses from stakeholders to address the challenge/opportunity,
Work Studies,Work Studies,,,Options,Option 2: Contemporary work challenges and opportunities,,ACWOP045,Analyse alternative responses and their likely impact over the short to medium and long term,
Work Studies,Work Studies,,,Options,Option 3: Cross-cultural enterprise,,ACWOP046,Use digital technologies to communicate with their peers to identify and agree on a collaborative project that is environmentally sustainable,Sustainability
